sentiment,content
empty,i thought you would win! Fabulously40 have some bots on her side?
neutral,"Kelly Kelly pays your bills 12:15, Kaden pays em 5:15 and just wants you to follow him. lol He dosent get to pay bills"
worry,So tired. Work today.
happiness,rsvp-ed qiuqiu's wedding invitation
neutral,"hmm, anyone else have their iPhone's earphones' grey rubber disintegrating?"
happiness,"kk's have fun eating lol, remember shaun loves you haha"
neutral,2pm today is Quiz Time at the Goat! Game shows to play and prizes to be won! Plus 'Toss Off Tommy' for free drinks! Today from 2! x
worry,OMG..5 days till 1st state exam!
sadness,daaammmnnnnn I do wish I was there.
love,no worries. Miss you mucho
worry,That is annoying. What gear is it? I'll take it off your hands
worry,And I just saw something real sad on my lunch... A dog with two broken back legs.
neutral,follow me if you like to hear interesting stories
neutral,"$ES_F interestign setup,the FED is forced to buy bonds,whic pressures stocks,while the gvnmt spins news to raise stocks,left&amp;right hand"
happiness,"hahaha! Guess you will have to reinforce your skates, haha... Remember who u r my friend, our semi-God with a gluten intolence"
neutral,30 days till p!nk babysitting in 15 minutes.
sadness,yip.....aw gonna miss them on bb
relief,Just had some 100 calorie Shortbread cookies and a handful of popcorn for breakfast. Think that that will give me some energy
neutral,1720 HA. except omg amy bb I have to give my loaner laptop back today so I may be without one for up to a month
happiness,12 more days until CA!! i get to see my paniniii
love,reunited and it feels so good
worry,"Plus you guys have IceTV, which I REALLY miss from living there."
love,Thanks for getting me bottled water.
surprise,"i'm thinking that tonight's plans are not gonna happen. sigh...sadface. i shouldn't be surprised, but i am."
enthusiasm,sape ada paypal USD70 untuk dijual? offer me your best rate..
surprise,"They do! Lilash I'm guessing, right? Oh and what camera are you using? That is insane quality!"
neutral,Ready to go home 2 more hrs of wrk
love,aw it was so sad shes too cute!
neutral,Good morning to you and thanks for following me! Cheers!
worry,"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old"
enthusiasm,I know exactly what you mean. My treats are more 'awhile' than 'once in'
neutral,ill be over in an oir
worry,the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china. but GREAT WALL CONQUERED
happiness,seen loads of new photos and stuff of new moon and cant wait lol (L) Taylor lautner lol takes his shirt off 3 times yum =]... lol
neutral,"aw, that's cute"
worry,"*YAAAWN* Stayed up too late last night, still gotta work &amp; get up super early tomorrow"
love,AWW thanks hopefully it is
neutral,no skool for me idk tha weather stinks that my excuse ;)
surprise,"haha I like it anyway, although i miss the spork in the pic... where did it go?"
worry,so sad i wont b able to go to the eugenia kim sample sale in ny. womp womp.
worry,My new landlord just called.. I cant move in until tomorrow morning Way to rain on my parade..
happiness,Goin to the mall and gonna see the movie ghost of gfs past i hope its good and top it all im goin alone but ilook cute and feel good ^^
sadness,Is still tired due to late nights out and work and has to b up early again 2moro 4 work bad times!
neutral,test test from the LG enV2
surprise,"LOL I do too.... I can't take him back, I lost my receipt!"
happiness,oh and twas my very brilliant idea if I do say so myself what can I say i'm an ideas woman
relief,we won't be in town email me if there is another one though.
neutral,#3wordsaftersex I haven't started
sadness,Home w/bae &amp; Myka.. He's so meann
happiness,This was funny! I have 7.
worry,"Didn't expect to have a car accident, then the pain kick in 4 days later"
fun,we'll test that theory with no right arm to strum with. Got a feelin I'll be humming my new tunes for a while
neutral,- Very pretty Janette I have that exact same Hey Monday band! And its on the same arm :O
neutral,"haizzz, hem cï¿½n ai, t? ?i ?n ?ï¿½y... ?ï¿½i b?ng quï¿½ Bibi c? nhï¿½ trï¿½i cï¿½y"
worry,hmm. grows. in this case i am screwed. i can't even keep the &quot;easy care&quot; love fern alive.
love,awesome! have to take a look at them when i'm home.
sadness,My dreams have been crushed...Spock does not like the ladies.
sadness,this hot day is making me tired
neutral,Found out earlier today that I'm going to be an Uncle
fun,This weekend? Haha yeah I'm free Oh is Satish sharing with us too? Oh and which day? Friday or sat?
neutral,The little weeping nervous girl was put through... along with a 12 yr old quite good dancing boy. Greg the lovely singer came 3rd
neutral,is coming back to Ruston tomorrow
happiness,Thanks! I'm on my way now
love,Congrats proud of you girl
sadness,"sad day, redskins release Jansen Best wishes to him."
happiness,haha :S i started yesterday my dad helped me so much!!!
neutral,learning how to use twitter
worry,Why?
neutral,Ugh cramps and it's hot
love,"Muffins: Muffins are delicious, Muffins are neat, I have no more muffins to eat."
surprise,I know what you mean.
happiness,"listening to after last nights Up from the Underground screening, awesome job"
happiness,rosales is cool
surprise,"Soo embarassed I didn't see the tweets I've been getting from kind followers. I'll do better, I promise!!!"
neutral,im not a cookie so i wont comment heh. who were those 2 girls who sang Crush btw? wud u know?
fun,In bed after a good last saturday in ec. I'm gonna miss this place but can't wait til summer
love,I really wanted to watch Mary Poppins and sing along.
neutral,"omg, I can't call you from england, this sucks!! Please say hi to me on here!! it will mean soo much!! =D"
hate,alives.... Less highness feeling.... Sometimes I hate that feelings.... Talking about an exhusband as if he's dead is funny
worry,is now going to see his very ill uncle on saturday and the night at his house as even more bad news has come up
worry,'wife a chick' LMAO!! no problem with marriage. just negative symbolism attached to the jump-right-into-the ring bling thing
sadness,I wish I'm not very good at it tbh :/
worry,jfufnfwucnbqjic im bored
neutral,goood
love,i really wanna be miley cyrus's friendie hahaha
worry,that made me cry poor hollie xx
neutral,"red top tabloids, build em up, knock em down"
hate,"the music in the trailer was terrible imo, cheesy handbag house. I was expecting some dnb or hard house"
happiness,Going back to Manila this evening. All my trips to Cebu are so bitin.
worry,the sing store won't work.
surprise,Wow That had to be difficult
neutral,"i smell 'selos'. hihi kidding. Uh, tsokay i guess. ;;) Pero diba.. FAITHFUL .. LOYAL.. )"
hate,nope don't you think it's a crime? :/
happiness,I'm still at the mothers day lunch at my uncles house. Having a nice time!
worry,Good to hear... several of my peeps are working tonight...
love,"3:31 loved the rain this morning,"
happiness,"Planning to install Windows 7 tomorrow, so probably no new posts for another few days at least"
sadness,Just saw a trailer for Batman Arkham Asylum and you can play as the Joker. But that's only PS3 exclusive. Damn That hurt.
sadness,Ugh our two week push to produce a six pack has produced nothing but pain!
happiness,"good day to all of you!! Another lindy day today! Level A, B, FREE tester at 20:00 (Olympiou Diamanti 25, 6th floor, Thessaloniki) !!"
love,beating heat with tea? Try some masala chaas
neutral,goodmorning/night to you too! sleep well
happiness,whoa steady there mate don't fall down
sadness,I can only promise about 150 or so.
worry,Sorry if I'm confusing anyone. I keep forgetting to The desktop Twitterific is not so terrific Very different from iPhone app.
sadness,I think Ive buggered up my mobile ack. I am a stubborn arse and refuse to get a new one.
love,Your so down to earth..and REAL! I love that about you woo! Tila Army!
sadness,missed Britains got talent gutted.
neutral,too kind Jim too kind brother
neutral,"yeah, ok, that'll probably happen too."
sadness,Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school
love,- He's Well Cooool ;) Lovve The Ro&amp;Co Shoooow
worry,"SWINE FLU. Some family just came back from Mexico, i'm staying FAR away! Im feelin much better now thanks Jay"
worry,My aim is not working due to network problems
neutral,"when u go, LMK. Let's go together"
happiness,tafe was actually quite good. for once
surprise,Getting rather annoyed at my notebook. I know it's old and has got wrinkles but it's never been this slow before
sadness,HaPPy MothErS Day!!! Feliz Dia deLAS MAdres mine is already in Heaven.. =( Miss you...
love,thanks JK!!! Love ya to death
sadness,"Thts kinda young 4 me, boo."
worry,i tell them it's facebook minus everything but the status updates.
enthusiasm,"Oh LOL! Yes, on Facebook! That's a nice safe environment. Like a church basement!"
happiness,Finally eating unagi I've been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!
happiness,Vacation over!!! Looking forward to the next one........
sadness,It's so sad I love Kelly! &lt;3
happiness,Ha Ha thanks Tom! I'm such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen? x
neutral,Back in SJ. Star Trek tonight at 9:45pm at Cinelux on Almaden.
empty,"Esse ï¿½ o Wolverine que eu conheï¿½o , by noiva"
love,i knoww she is da best!
worry,One of our favorite homebuilders declared bankruptcy. McStain homes out of Louisville is closing down.
worry,Just had a horrible experience with a dentist. Had a crown made that doesn't fit right and they won't fix it or give back the money.
neutral,Another day Casino de Montreal
empty,Me neither. But it's no longer about what we want. It's about fairness. And fairness is whatever government says it is.
neutral,eyes wide shut is one of the weirder movies ive seen. any1 wanna sell me their.45? just so i can sleep in my apt by myself
empty,burning all my imovies over to dvds because im computers getting replaced..
worry,"Very afriad I might copy the picture that I just put up... and change it a little, should I?"
happiness,Happy mother's day
boredom,I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh i think I'll make my own
happiness,likes heavenly blushhhh
love,"a slightly less disturbed night, after a while, which is a Good Thing. Looking forward to some quality time with my toadtastic boy"
relief,I know the feeling
hate,don't you hate it when you finish all your work and there's still 1.25 hours left of work time
neutral,"thanks for following,"
sadness,I wanna see my mama but she hasn't called me back yet MAMA...MAMA!!!
worry,imnot aloud to call you!but i think your awesomeily!xx
happiness,got a new dog
surprise,Happy May Day and Star Wars Day
worry,"nigel really enjoyed it, but he's got a big scratch on his side that inexplicably appeared afterwards..."
happiness,6moredays.6moredays. yay.yay. taken is nearly finished better be good
worry,she had another song out recently but it didn't get that much play
happiness,Can't wait 4 a real bed! haha
worry,Oh good God crampsss...
surprise,OMG My sister got my brother a &quot;Jonas Brother&quot; look-a-like trenchcoat and I'm like JONAS STYLE and they told me to shutup no1 likes them
surprise,It's surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I'm obsessed or anything! #BillyIdol
worry,"Feeling awful, new medication is making me nauseous"
happiness,Such a beautiful day. I just wish I had the energy to enjoy it.
worry,Don't think you would be happy if you were...
neutral,didnt know you were solo for the game tonight. We should have watched the game together. Maybe next time.
happiness,"Shiv, his place, slowly I hope"
neutral,is off to JB.
worry,"i know, don't tell anyone i dont know if my dad told the famz yet. i think i'm taking it online."
neutral,Fractured growth plate doesn't mix well with the upcoming dance recital for 12yr old. Does anybody want to buy a costume...or six? GAH!
happiness,lol.. who know the president could be a comedian?
worry,Drinkin' Chai tea and not sleeping.. and checkin' out some cool peeps
love,Jesus Christ meadowhall could do with better air con! Too hot
worry,So bored waiting for class to start. Sigh midterms next week &gt;_&lt;
sadness,I feel actual heartbreak.. last night x
enthusiasm,is trying to help save the earth. Let's plant more trees.
neutral,You get championship points for the heats too
worry,"unlucky pants today: lemonade, earlier: white russian in the middle of the dance floor"
worry,"gettn ready to take a trip to Jersey my dad's not doing so good, he needs a new heart~whoeva see's this please say a prayer for my dad"
neutral,mom said no.
worry,"yep, so I damn it."
worry,Looks like we're on the exact same track Nothing worse than not being able to fix things for someone you love.
worry,Don't you just hate when you are craving something to eat and then you go get it and end up DISAPPOINTED? Ugh.....
happiness,done watching Slumdog Millionaire. Great Movie!
worry,K - I can hack if I have directions have multiple social net sites &amp; I think this is a cool add but we chose not 2 go MU
worry,"- i aint a playah, i just crush alot."
surprise,"Having a Leatherman, is a MUST, really for anybody! You never know, when you might need one &amp; it gets the job done."
love,Looking at old pictures... I love it &amp; miss the good ol days
neutral,Internet stopped working right in the middle me quantum leap. grr
relief,"just got out of prom, it was fun off too after prom text me"
sadness,you know what it is to see people you love most in his country and could not get closer?
worry,it's summer time.... these gas prices are going up again
relief,Just printed my mom an Amazon gift card for Happy Mothers Day talk about last minute.
sadness,"oh no, sorry to hear abt Firefox crashing on you."
sadness,fiscally responsible is fiscally over rated
neutral,me too
hate,"- dont worry , i let him go . i named him fishyyy"
worry,didn't get them
hate,I hate the dentist
love,"we can sail around the world, you and me baby..."
fun,finally gonna get sum sleep that concert was crazy!!! God Bless those ministers!!!
neutral,is still trying to udnerstand twitter
worry,angels even though I'm probably not the third... ANGELS AND DEMONS
neutral,"That sounds good, too!"
worry,"Also, I am technologically challenged and have a cell phone that only makes phone calls. Can't #tweetb4Ueat"
happiness,"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight"
worry,I just want this semester to be over! Only a week and a half then it's moving time!
sadness,I'm sorry to hear that! that makes me sad
neutral,Done at the spa now meeting vic for some late lunch!
happiness,"demi, just say hi to me and it`s enough. just replay to me please love you so much!!!"
fun,im stuck 2 this when my la love turns in2 road rage lol
neutral,wnna take a bath!!!!
happiness,relaxing...enjoying the evening
neutral,And this picture of her with Zack from Saved By The Bell
surprise,Obama's Speech at the Correspondents Association - He has promised to complete his next 100 days in 72
worry,lol but its only gonna be 80 the water will prob be cold as heck...
love,"Thanks for the follow, Doug. I like that hat"
fun,Listening to Obama with one ear &amp; listening to music with the other
worry,Yeah. About damn time. My film SLR just sits there quietly being ignored. It's time to step up!
neutral,Cleaning the house
anger,fuckin'm transtelecom
surprise,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year"
neutral,"i didn't get it. although, as it's a religious thing i think i'll let that one slip by..."
love,"wow, that's awesome! i'm so happy for you. btw, happy birthday"
neutral,I realised that many people are not interested in doing business on Twitter - they just want to be heard online Nothing more
love,i love them too! they look so cute together
happiness,2 days till birthday! I just hope the weathers good!! And it best be good on thursday and friday! Otherwise il scream! happy b'day keiron
happiness,"is ben! got yourself a twitter, good work"
sadness,"wishing, i was at the michou show right now.. god. life isnt fair"
enthusiasm,"yeah, it's all teased up into this boofy bit...i'm buying red hair extensions btw"
neutral,"haha, def. That song is EPIC, have fun i'm listening to new FNB"
worry,do you get headaches a lot? What painkillers do you take? Nothing works for mine
sadness,"Morning John, yes I do, however I have a diary clash and sadly can't attend!"
sadness,Pizza for breakfast.... shower... classes
happiness,"woo just made this, follow me"
worry,im hungry.due to last night's dinner..or lack there of.. someone take care of me
neutral,WHO IS SAYING ALL THIS...are you ignoring me *frowns*
enthusiasm,"Are you coming to the wedding? I want all of his friends to be there? Right, sugar?"
worry,YAY! congrats! i'm afraid to check my grades!
sadness,my blow torch has broken this is a REAL bummer
neutral,- jake is signing up for a twitter!
worry,My mind is calm &amp; my heart is happy.. Life is good. ? Would it be ok if I took your breath away? ?
neutral,- lol wow I'm watching X-men: The last Stand right now too
love,"12:46AM. HAppy birthday little sister of mine. Also, good night Priscilla"
fun,knocked up is sooo godamn funny. never gets old &quot;you're tupac. you're biggie.&quot; lol
hate,Txs so much for #followfriday...i have been so MIA recently...work is killing me! Hope you r doing funtastic
worry,"I'm guessing the belt thing is a no-go since I didn't hear back..Sorry Stop by this weekend, we'll talk bout the ring, etc."
happiness,Bank holiday in London! woohoo
neutral,i kinda hope she died in the fire cause i didnt like her but there was no sign of a body
love,Aaaah did you see Prez Obama holding hands with his wifey? Soooo romantic even in White House.....
surprise,Is up and I can't go to sleep!
worry,Migranes suck....Especially when the kids are suddenly hyper.
empty,waiting for my mom to get home
worry,I know how you feel Darian is in LA with Bam and I am missing him terribly. And I won't see him until Sunday.
neutral,hope u did alright on the final
happiness,"it's an awesome book, can't wait for the film - enjoy and don't be scared x"
worry,did you already get your update? I havent yet
surprise,Why is no one online?
enthusiasm,"Np mate, was great meeting you in Prague"
love,read twilight and new moon keen to read eclipse and breaking dawn hmm twilight was better then new moon but there still awesome
happiness,I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today
love,"Aww tom, that made me smile We love you very much too xD"
neutral,"no, not yet i have 3 weeks left!! :O do you have summer holidays now?"
love,"thanks, nice app i will take a closer look."
neutral,How do you include an uploaded photo with your tweet?? I'm new...thanks
worry,I am lost. Please help me find a good home.
worry,Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!
surprise,slept for almost 11 hours straight and still tired ! better not be getting sick
surprise,eeeeeeeeeeeeee i jealous sia i didnt get to seee
love,"Lol, yes Hence my wanting to watch more!"
fun,the good life!!! - under a honeymoon
neutral,6 weeks today untill my 18th birthday yahoo
worry,"Oh man, that sux... price u pay for being on the org chart (and responsible, and stuff...)"
love,"Immediately regretting my decision to come into the office today, miss my bed"
relief,tired as hell!!!! bed time from cara nighty night twitter world..
love,DIVERSITY DIVERSITY DIVERSITY TODAYYYYYY!!!!!!!!!!!!!
worry,aww... sorry for both of you. May the LORD give you strength and rest today!
surprise,I wish.
worry,"I was just watching some cartoons as I haven't in years when I was eating my breakfast, the programs have changed"
neutral,so glad i'm not at uni anymore
worry,"I'm just to far from where you are, I wanna go home..."
worry,I just had a horrible dream.
sadness,Everything is cool now. I wish the boy was able to talk.
happiness,"Dang it! It seems that every time I blip a song, it's unavailable."
neutral,2ND BREAKFAST !? I want more food =/ LOL. Tweet me what breakfast you're having LOOOOOOLDING'
love,It's no secret I'm an apple boy! Have considered the iphone dark side MANY times
enthusiasm,I'm likable after all HAHAHAHAHAHAHA! Still over the moon
worry,Good Morning!
worry,my bad homie
love,okay well thank you you are so beautiful too
worry,What happened with her??? Why is she being so wierd all of a sudden???
relief,I sure hope so!
sadness,I hate car places &lt;Jx&gt;
empty,fab!!! although don't think anyone could measure up to the standard set by jason donovan !!
neutral,Yes! I feel the same. I've still got lots in boxes. It's so fun though. Got to my new place yesterday.
fun,One of the fake &quot;you&quot;s followed me. Haha. I so wish it would be you instead!
worry,Haavent read the paper yet about the magic loss nor did i get to watch the game last night.... But i do know that we lost
happiness,is about to eat a hot link torta!!
enthusiasm,Hey! Good AM to you too!
worry,Good Monday morning to everyone- Hope everyone's week is off to a successful start
neutral,all cash and looking for trades...can't find any
sadness,didnt do my devos... hopefully my day doesnt suck because of it.
worry,I'm really not feeling today...soooo much work to do and I have a soar throat gosh
worry,Psych has to be better than neuro! Or at least in a better part of town? I miss you
enthusiasm,boring. i wanna go for taekwando
happiness,Word. Yayy twitter after dark lol.
neutral,"If you wanna read something, I recommend"
sadness,I'm sooo lost without my car This is truly depressing. Pregnant people should NEVER be this stressed out!
neutral,"I'm in an 8 now too, but b4 I had kids I was a 6.5! Darn babies making my feet grow"
happiness,Gotta love nasty weatherrrrr. so jealous ur at knotts
hate,"Okay, so now I want to scream....Idk why this one doc has done this to me 3 days this week!!!!RRRRR."
happiness,"tnx following, looking forward to tweet with you.."
hate,have to return my sideways. fuck meds and bills.
love,its open now??? Its so good!!! But didn't agree w/me
love,Mothers day today!
worry,"&quot;I'll see you again yeah?&quot; &quot;Its up to you&quot; &quot;I guarantee you will, i dont want to wait to long not seeing you&quot; fuckin fruit basket! Hahaha"
love,loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me.
surprise,"Just came back from my first city rooftop party Man, even when you're next to THE New Yorker Bldg, it still gets pretty windy up there."
hate,WHATS THE VIDEO?? I CANT WATCH IT!
love,"hehe with milky white skin, dressed in silver spider's silk, with a crown of snowflakes ..."
love,Thank you!
neutral,Now I remembered the password
neutral,tell his people to contact my people
worry,that plain sux. kinda like cheers goin off the air.
happiness,Saw Xmen Origins on Sat! By far the BEST Xmen movie! AMAZING!!!
worry,Oh. Now it doesn't need updating all of a sudden. Ok. Will get dressed anyway
happiness,is excited to see Samantha&amp;Denise again
happiness,saw Hannah Montana Movie today!! was the best!!!!!! was AWESOMEEEEEE!!!!!! Hannah and Miley RockS! lol
sadness,"Yeah, It's not available on Public market yet. but will be soon. looking forward. I'm sunburnt arms are itching. boo hoo!!!!!!"
love,Had some lovely sugar puffs and just been playing with my amazing dog jack
relief,nope het is LOST&amp;found he ;-)
worry,good morning hun! i loved the movie what happens in vegas~ it is such a good movie
worry,noo Selena i really wanted to see you soo badly im your biggest fan dont make me cry
sadness,"Just bad day. T_____T Gyah. No car, baby-client is teething and miserable, I forgot to pack a lunch, and I has to get a new car."
neutral,listeninq to music; Butterfly Fly Away - Miley Cyrus
fun,"That's great Bastos! I'm happy for you. You gonna do the mabaho leg, to celebrate? haha"
happiness,thnx 4 the follow
worry,How Do You Sleep - Jesse McCartney
worry,I don't know how ima work out tomorrow wit my body dis sore ugh
neutral,&quot;family bird is the word&quot; I &lt;3 FAMILY GUY
fun,"Just funny sitting here with external keyboard, mouse, and macbook on bed just looks strange but it's comfortable"
neutral,I don't remember what i text to twitter to get a list of commands halp
neutral,goin to my aunts for the weekend. wont have my laptop blahh
worry,worried about Mr. Socks tonight.
sadness,Sigh... you know I am...
sadness,First time I'm going home early sucks to b single no one to call
neutral,Hi Jordan i'm gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don't leave us out.
love,Just got back from 5km run! It was really good!
sadness,"*sigh* my USB died on my this afternoon. R.I.P, you will be missed! I hadn't even had the chance to parade you around yet"
worry,"i have moved through to edinburgh from glasgow - new flat, no phone line or broadband"
love,And I thank you.
relief,ooh how is Milan? i could do with a holiday! Bfoyf is off to Geneva today visiting fam so ive got a weekend on my own
neutral,Baby was not herself after recieving vaccines
fun,Man i wish i could just bathe in my ice-cold sunkist right now.... But then i'd be sticky
sadness,too bad Vo got me sick I think &amp; I don't even have meds to feel like you.
fun,just ran through the rain
neutral,Thanks I will have the editing done soon for I see I do a better job behind the camera instead of in front of it
sadness,"Don't think I'm gonna be able to go to see the JB 3D Concert...wrong time, no where very close by"
worry,me too baby... Miss you
worry,Found out I have to go to the US again in August. Getting tired of transatlantic flights. Not good for my carbon footprint either
worry,"Yo, what happened to my invite?"
worry,same thing happens to me all the time
sadness,Sorry Ali
surprise,OMG that is toooo funny!
fun,It's IQ is high when it comes to knowledge about how to swim round'n'round in the bowl...
neutral,"Im not getting any treatments, we are just gonna hang out at the pool and the hot tubs."
surprise,No betta nest I think despite the heater it gets too chilly at night
sadness,i can't call you cause my portable sais that this number not excist i want so much to talk to you
relief,haha. u can look up best week ever podcast on iTunes. it is May 1 episode he seems more relaxed &amp; funnier than on Idol.
sadness,hello- i'd like a little chat- but can't DM you- is there a mail id?
worry,Ugh i can't sleep and it's reallyy gettin to me gahif pisses me off so bad sometimes. Atleast i know who my friends are
sadness,hi there! got off comp. early last nite. saw u weren't feeling well.. hope u r better!!
neutral,Changed my username
sadness,where's the UK love?!
worry,it was good. Next time you get oohed you know where to go!
happiness,Watching loudQUIETloud documentary about the ever awesome Pixies. Realised Joey Santiago and David Lovering are Twitterers. Fantastic
sadness,- I know! It was drizzling all the way to work! Hope it warms up this weekend....
love,Tonight was fun. Love my girl Tanna!
neutral,learnt how to drive a manual on the weekend
worry,Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took
love,love you 2 so how are you? xxxx
neutral,why baby?
happiness,Definitely need to work out after this business trip- too much free food and alcohol. I'm sure I've gained a few pounds.
happiness,good morning! off to the gym I go
worry,"Ugh my neck really hurts I'm out aquatards, xox"
worry,No star replies to me
boredom,"ya know why today sucks? its been raining, we have no $, &amp; no possibility of a magic friday. so whats goin down tonight?"
neutral,Bad migrane and need to go to dancing tonight.... Not a good combination
neutral,moving away
happiness,Very nice! Bea and I are so bummed we can't make it We should try and get together in the near future.
sadness,Honestly at home alone
neutral,Watching the film Real Women Have Curves Why are good films on in the middle of the night?
happiness,GOOD MIDDAY.
relief,"off to JFK (again), should be in texas soon."
neutral,maybe used to have. Besides without AC it's too hot to sleep
fun,I'm so drunk haha. Cant wait for round 2 tomorrow night Gnight ppl
love,Happy Moms day y'all!
fun,welcome back chica! hope you had a nice break
happiness,"I'm hearing lots of good things about the new Trek movie. I'll see if my Dad, &quot;a fellow Treky&quot;, would like to see it"
happiness,so you liked it. Glad to hear
neutral,says karma strikes more than twice!
neutral,been awake 19 hours
worry,The humpalow um ya I think so... Cell is dying
happiness,"ran 5 miles, went to the gym &amp; woke up Ur great kids....dependable Danny hope it has been great already"
sadness,ugh... dunno why im just not in the best of moods... how do i know if i have allergies? meh...
worry,"Venus is my fav character, too! LOL I think b/c she's strong, successful, and beautiful."
sadness,"I can't, I'm studying so I don't fail Come over, I'll make u some tortellini or chicken or a chicken salad."
neutral,Our bids gone to waste? won't even give us a look #twpp
hate,#bgt What happened Greg. That was a rubbish follow up.
happiness,Just found out I'll be a Food Engineer in a future life. Cool. *iPhone app called Afterlife
sadness,"wanted greg pritchard to go through what a silly, sobby and hopelessly dull little girl hollie steel is?"
surprise,No churchill downs for me tomorrow
sadness,Aw I wish I was in Ireland
worry,and that prob wont happen....
worry,Wishing it was naptime
fun,Wine..beer..and champagne..lets see how that goes for me tomorrow..lol
worry,"no money atm, plus I did that trial so I don't know if it would let me play without buying that new exp"
worry,The ball on my BB is not working. I can read any text messages....holla but don't text me
happiness,"Sayin' good morning to everybody in the Office . . . Must say &quot;Good Morning to you&quot; too! Greets from Charlotte, NC, USA."
worry,"ive tried to, and nothing has worked. i dont think he's all that bothered *sigh*"
neutral,I feel I owe it to to listen to her new albums (everything released after 'Chains') since she was nice to me on Twitter!!
neutral,Want to learn how to make flowers????
happiness,Aw how come ur up so early? love ur youtube vids btw
fun,Hopes to find more mates that are on this thing
love,great pics! You should try to start selling your race photos to runners
hate,Yay...you like CT. People always tryna shit on it when they've never even been there.
sadness,being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.
neutral,"... Waited for the band before the Singapore show, met Chris M and got tickets... Nothing you don't know!"
neutral,"Thanks, Nick. Means a lot coming from a designer of your caliber #symphonycms"
neutral,Morning and hope everyone has a great bank holiday
surprise,Ugh RUDE!..
worry,"Hey Kelvin, my day's been fantastic so far! We're getting ready for a family Mother's day function shortly"
relief,At least he's in breakthrough performance tho. I just wanted him nominated in his own category
worry,Has that feeling like when you want to cry but you dont so you get that empty feeling in your stomach and your throat starts to hurt.
fun,morning all....beautiful day...best go enjoy some sunshine before i have to go to work...unfortunately
worry,I saw the sun..... but then I blink and it was gone
happiness,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update
worry,"gots my beathing suit that i ordered from victoia's secret. but i have to exchange the bottoms, so i have to wait another 2 weeks"
neutral,"Glad I went out, glad I didn't leave early, and glad to be afterpartying it up Beth's I'm back!"
empty,I forgot to complain about Southwest not doing preboard for families any more. Was the worst part of travelling
surprise,is it a test to gauge audience reaction? who ARE you?!
neutral,- thanks! it'll be great ... and even better as soon as I get that wallet in my grubby little hands! lol
enthusiasm,is ur boyfriend better than mine? hell no!
sadness,"Ugh, I don't know if U even care about Nicole Richie, but I do and C that I missed her on TV last nite despite the twitter"
happiness,at dancing...waiting for my turn hope i get my newww cd with the funky reel music todayy!!!
empty,"has had to reboot her laptop to factory settings, losing EVERYTHING in the process."
happiness,nice one
neutral,Barnsley To Keep Davey And Sign A New Experienced Striker.
hate,"heck yea that beats traffic! Im on the stinkin toll road (paying to sit in traffic, nice) no milkshakes out here"
surprise,damn! natalya! you gotta tell me whats going on!!! i'd call you but i lost all my phone numbers when i broke my blackberry
love,hahaha. tea at grandma's was sweat. yep.
neutral,Itchy boobs!
surprise,second song is coming along nicley
empty,tht sucks!!! i know the feeling! sorry let me know if the movie is good!
sadness,Its beginning to get way too hard to please all of my friends at once
happiness,And the sun is back up again. Could we have more of the kind of weather we had last January and February? I like jackets.
hate,How dare you apologize to the UK for being gone for a while but don't apologize to america for never touring here at all!!!
sadness,- i don't like this bangs! I want my hair back!
worry,That sucks that u have 2 go through that id b pissed 2
worry,its overcast today again it looks like it wants to clear up but i doubt it :/
fun,can't wait to see. i hear you are a pretty HOT Aro.
happiness,to all members of CF! check your facebook in computer immediately. a sweet video from Gulardi is waiting for you all. made me teary
sadness,darn i will think of you on our journey so it's like you are really there
fun,i think you should follow me. as i only have on follower. stalk me please
worry,sorry my bad.
worry,sorry I've been away for so long exams comin up plz pray for me ya'll
neutral,ya'll are the only ones that cant see it Maybe its just the twitter link or something??
neutral,we realise this
worry,little Taylor? i feel sorry for the way she spells her name
love,talking to my BABE he's amazing
worry,"srsly, BGT, joke maaan. how lame. ughhhh work tomorah have to get up early"
surprise,"Oh man, there are dead deer everywhere in michigan."
worry,"very excited, although her train is going to be delayed"
neutral,I like that term &quot;today list&quot; - better than &quot;to-do list&quot;
happiness,I listen to it alot at work. Damn good show!
worry,First Natalie and now little Holly. This is mean
happiness,a good girl nevah tells hahahahaha! hope you had a good weekend
